rank,filename,window_start,window_end,frequency,sequence_count,matched,frequency_score,sequence_score,combined_score,support,mean_max_consecutive_same_source,mean_max_consecutive_same_target,mean_tracing_count,mean_cycle_count,mean_max_consecutive_same_category,mean_sparsity
12,D2RK,87,116,56,12,"{""H634"": [{""window_start"": 39, ""window_end"": 74, ""distance"": 1.16}, {""window_start"": 48, ""window_end"": 83, ""distance"": 1.11}, {""window_start"": 57, ""window_end"": 89, ""distance"": 1.54}], ""MBKT"": [{""window_start"": 39, ""window_end"": 74, ""distance"": 2.04}, {""window_start"": 48, ""window_end"": 80, ""distance"": 1.85}], ""F6RP"": [{""window_start"": 279, ""window_end"": 314, ""distance"": 1.84}, {""window_start"": 291, ""window_end"": 323, ""distance"": 1.92}], ""3Y4K"": [{""window_start"": 384, ""window_end"": 416, ""distance"": 1.79}], ""J2RZ"": [{""window_start"": 144, ""window_end"": 173, ""distance"": 1.84}, {""window_start"": 288, ""window_end"": 317, ""distance"": 1.7}], ""P3XV"": [{""window_start"": 240, ""window_end"": 275, ""distance"": 1.86}, {""window_start"": 249, ""window_end"": 284, ""distance"": 1.86}], ""TTMD"": [{""window_start"": 258, ""window_end"": 293, ""distance"": 1.99}, {""window_start"": 282, ""window_end"": 314, ""distance"": 2.02}, {""window_start"": 291, ""window_end"": 323, ""distance"": 2.1}], ""KH2X"": [{""window_start"": 372, ""window_end"": 401, ""distance"": 2.12}, {""window_start"": 447, ""window_end"": 476, ""distance"": 1.93}], ""GWWD"": [{""window_start"": 93, ""window_end"": 128, ""distance"": 2.17}, {""window_start"": 102, ""window_end"": 131, ""distance"": 1.94}, {""window_start"": 231, ""window_end"": 263, ""distance"": 2.05}], ""T4YH"": [{""window_start"": 264, ""window_end"": 296, ""distance"": 2.02}], ""24PR"": [{""window_start"": 96, ""window_end"": 128, ""distance"": 2.08}], ""BCFH"": [{""window_start"": 237, ""window_end"": 272, ""distance"": 2.12}, {""window_start"": 246, ""window_end"": 281, ""distance"": 2.14}, {""window_start"": 255, ""window_end"": 290, ""distance"": 2.15}, {""window_start"": 264, ""window_end"": 293, ""distance"": 2.16}]}",0.9,0.55,0.72,0.1237,1.0,0.0,0.0,0.0,0.0,0.927
13,CTVZ,81,110,47,15,"{""F6RP"": [{""window_start"": 276, ""window_end"": 308, ""distance"": 1.56}], ""TTMD"": [{""window_start"": 303, ""window_end"": 338, ""distance"": 1.97}, {""window_start"": 312, ""window_end"": 347, ""distance"": 1.46}, {""window_start"": 321, ""window_end"": 353, ""distance"": 1.65}, {""window_start"": 474, ""window_end"": 503, ""distance"": 1.57}], ""T4YH"": [{""window_start"": 228, ""window_end"": 263, ""distance"": 1.48}], ""X2MP"": [{""window_start"": 276, ""window_end"": 311, ""distance"": 1.52}, {""window_start"": 285, ""window_end"": 314, ""distance"": 2.01}], ""DF7J"": [{""window_start"": 72, ""window_end"": 104, ""distance"": 1.76}], ""BCFH"": [{""window_start"": 243, ""window_end"": 278, ""distance"": 1.98}, {""window_start"": 252, ""window_end"": 281, ""distance"": 2.13}, {""window_start"": 276, ""window_end"": 305, ""distance"": 1.82}, {""window_start"": 297, ""window_end"": 332, ""distance"": 2.09}, {""window_start"": 399, ""window_end"": 431, ""distance"": 1.82}, {""window_start"": 411, ""window_end"": 440, ""distance"": 2.02}], ""4FH6"": [{""window_start"": 378, ""window_end"": 407, ""distance"": 1.72}], ""MGT4"": [{""window_start"": 195, ""window_end"": 224, ""distance"": 1.79}], ""KH2X"": [{""window_start"": 342, ""window_end"": 371, ""distance"": 1.8}], ""RXMC"": [{""window_start"": 165, ""window_end"": 197, ""distance"": 1.88}], ""WCYT"": [{""window_start"": 225, ""window_end"": 257, ""distance"": 1.94}], ""GWWD"": [{""window_start"": 81, ""window_end"": 116, ""distance"": 1.99}, {""window_start"": 90, ""window_end"": 119, ""distance"": 2.03}, {""window_start"": 234, ""window_end"": 263, ""distance"": 2.15}], ""H634"": [{""window_start"": 60, ""window_end"": 89, ""distance"": 2.05}], ""9CKC"": [{""window_start"": 360, ""window_end"": 392, ""distance"": 2.12}], ""MBKT"": [{""window_start"": 51, ""window_end"": 80, ""distance"": 2.15}]}",0.76,0.68,0.72,0.1546,1.0,0.0,0.0,0.0,0.0733,0.8183
14,BCFH,402,431,42,16,"{""4FH6"": [{""window_start"": 378, ""window_end"": 407, ""distance"": 0.79}], ""TTMD"": [{""window_start"": 297, ""window_end"": 332, ""distance"": 1.61}, {""window_start"": 306, ""window_end"": 341, ""distance"": 1.55}, {""window_start"": 315, ""window_end"": 350, ""distance"": 1.88}, {""window_start"": 324, ""window_end"": 353, ""distance"": 1.8}, {""window_start"": 459, ""window_end"": 488, ""distance"": 2.13}, {""window_start"": 474, ""window_end"": 503, ""distance"": 2.18}], ""9CKC"": [{""window_start"": 342, ""window_end"": 377, ""distance"": 1.79}, {""window_start"": 351, ""window_end"": 383, ""distance"": 1.96}], ""H634"": [{""window_start"": 57, ""window_end"": 89, ""distance"": 1.86}], ""CTVZ"": [{""window_start"": 78, ""window_end"": 110, ""distance"": 1.94}], ""MBKT"": [{""window_start"": 51, ""window_end"": 80, ""distance"": 1.77}], ""T4YH"": [{""window_start"": 228, ""window_end"": 263, ""distance"": 2.03}], ""GWWD"": [{""window_start"": 228, ""window_end"": 260, ""distance"": 1.95}], ""X2MP"": [{""window_start"": 276, ""window_end"": 311, ""distance"": 2.01}], ""VGBM"": [{""window_start"": 321, ""window_end"": 350, ""distance"": 1.97}], ""RXMC"": [{""window_start"": 159, ""window_end"": 191, ""distance"": 2.0}], ""KYVM"": [{""window_start"": 279, ""window_end"": 311, ""distance"": 2.0}], ""3Y4K"": [{""window_start"": 360, ""window_end"": 389, ""distance"": 2.12}, {""window_start"": 474, ""window_end"": 503, ""distance"": 2.02}, {""window_start"": 579, ""window_end"": 608, ""distance"": 2.09}], ""DF7J"": [{""window_start"": 72, ""window_end"": 101, ""distance"": 2.11}], ""F6RP"": [{""window_start"": 276, ""window_end"": 305, ""distance"": 2.15}], ""MBBW"": [{""window_start"": 114, ""window_end"": 143, ""distance"": 2.15}]}",0.68,0.73,0.7,0.1649,1.0,0.0,0.0,0.0,0.4113,0.818
15,TTMD,318,347,37,14,"{""T4YH"": [{""window_start"": 228, ""window_end"": 263, ""distance"": 1.09}, {""window_start"": 237, ""window_end"": 266, ""distance"": 2.11}], ""X2MP"": [{""window_start"": 276, ""window_end"": 311, ""distance"": 1.13}, {""window_start"": 285, ""window_end"": 314, ""distance"": 1.87}], ""DF7J"": [{""window_start"": 69, ""window_end"": 104, ""distance"": 1.72}], ""F6RP"": [{""window_start"": 276, ""window_end"": 308, ""distance"": 1.38}], ""BCFH"": [{""window_start"": 246, ""window_end"": 278, ""distance"": 1.85}, {""window_start"": 276, ""window_end"": 305, ""distance"": 2.09}, {""window_start"": 300, ""window_end"": 329, ""distance"": 1.38}, {""window_start"": 399, ""window_end"": 431, ""distance"": 1.99}], ""CTVZ"": [{""window_start"": 81, ""window_end"": 116, ""distance"": 1.82}], ""KYVM"": [{""window_start"": 291, ""window_end"": 323, ""distance"": 1.83}, {""window_start"": 300, ""window_end"": 329, ""distance"": 2.11}], ""MGT4"": [{""window_start"": 186, ""window_end"": 221, ""distance"": 1.96}, {""window_start"": 195, ""window_end"": 224, ""distance"": 1.65}], ""WCYT"": [{""window_start"": 225, ""window_end"": 254, ""distance"": 1.72}], ""9CKC"": [{""window_start"": 360, ""window_end"": 392, ""distance"": 2.01}], ""4FH6"": [{""window_start"": 378, ""window_end"": 407, ""distance"": 1.98}], ""KH2X"": [{""window_start"": 342, ""window_end"": 371, ""distance"": 2.01}], ""GWWD"": [{""window_start"": 81, ""window_end"": 113, ""distance"": 2.11}], ""P3XV"": [{""window_start"": 240, ""window_end"": 269, ""distance"": 2.11}]}",0.6,0.64,0.62,0.1443,0.0,0.0,0.0,0.0,0.1167,0.9617
16,KH2X,447,476,35,14,"{""KYVM"": [{""window_start"": 300, ""window_end"": 329, ""distance"": 1.32}], ""T4YH"": [{""window_start"": 237, ""window_end"": 266, ""distance"": 1.32}, {""window_start"": 264, ""window_end"": 296, ""distance"": 1.98}], ""TTMD"": [{""window_start"": 282, ""window_end"": 314, ""distance"": 2.08}, {""window_start"": 324, ""window_end"": 353, ""distance"": 1.6}, {""window_start"": 477, ""window_end"": 506, ""distance"": 1.32}], ""H634"": [{""window_start"": 42, ""window_end"": 77, ""distance"": 1.54}, {""window_start"": 51, ""window_end"": 86, ""distance"": 1.73}], ""3Y4K"": [{""window_start"": 381, ""window_end"": 410, ""distance"": 1.56}, {""window_start"": 474, ""window_end"": 503, ""distance"": 1.8}], ""F6RP"": [{""window_start"": 282, ""window_end"": 314, ""distance"": 1.94}, {""window_start"": 291, ""window_end"": 323, ""distance"": 1.84}], ""P3XV"": [{""window_start"": 246, ""window_end"": 281, ""distance"": 1.86}, {""window_start"": 255, ""window_end"": 284, ""distance"": 2.01}], ""D2RK"": [{""window_start"": 87, ""window_end"": 119, ""distance"": 1.93}], ""B3BV"": [{""window_start"": 183, ""window_end"": 212, ""distance"": 1.95}], ""BCFH"": [{""window_start"": 237, ""window_end"": 272, ""distance"": 2.1}], ""J2RZ"": [{""window_start"": 288, ""window_end"": 317, ""distance"": 2.02}], ""GWWD"": [{""window_start"": 228, ""window_end"": 260, ""distance"": 2.12}], ""DF7J"": [{""window_start"": 75, ""window_end"": 104, ""distance"": 2.13}], ""X2MP"": [{""window_start"": 285, ""window_end"": 314, ""distance"": 2.13}]}",0.56,0.64,0.6,0.1443,0.0,0.0,0.0,0.0,0.0333,0.963
17,DF7J,72,101,38,12,"{""X2MP"": [{""window_start"": 276, ""window_end"": 311, ""distance"": 0.66}, {""window_start"": 285, ""window_end"": 314, ""distance"": 1.64}], ""T4YH"": [{""window_start"": 228, ""window_end"": 263, ""distance"": 1.13}, {""window_start"": 237, ""window_end"": 266, ""distance"": 1.97}], ""TTMD"": [{""window_start"": 306, ""window_end"": 341, ""distance"": 2.01}, {""window_start"": 315, ""window_end"": 350, ""distance"": 1.27}, {""window_start"": 324, ""window_end"": 353, ""distance"": 1.99}, {""window_start"": 471, ""window_end"": 506, ""distance"": 1.7}], ""MGT4"": [{""window_start"": 189, ""window_end"": 224, ""distance"": 1.6}], ""F6RP"": [{""window_start"": 276, ""window_end"": 311, ""distance"": 1.79}], ""9CKC"": [{""window_start"": 363, ""window_end"": 392, ""distance"": 1.51}], ""CTVZ"": [{""window_start"": 81, ""window_end"": 113, ""distance"": 1.61}], ""KH2X"": [{""window_start"": 342, ""window_end"": 371, ""distance"": 1.6}], ""KYVM"": [{""window_start"": 294, ""window_end"": 329, ""distance"": 1.93}], ""BCFH"": [{""window_start"": 246, ""window_end"": 278, ""distance"": 2.02}, {""window_start"": 300, ""window_end"": 332, ""distance"": 2.06}, {""window_start"": 402, ""window_end"": 431, ""distance"": 2.11}], ""4FH6"": [{""window_start"": 378, ""window_end"": 407, ""distance"": 2.14}], ""P3XV"": [{""window_start"": 240, ""window_end"": 269, ""distance"": 2.17}]}",0.61,0.55,0.58,0.1237,0.0,0.0,0.0,0.0,0.1667,0.995
18,9CKC,360,389,33,12,"{""GWWD"": [{""window_start"": 66, ""window_end"": 95, ""distance"": 1.43}], ""BCFH"": [{""window_start"": 288, ""window_end"": 323, ""distance"": 1.73}, {""window_start"": 297, ""window_end"": 332, ""distance"": 1.92}, {""window_start"": 408, ""window_end"": 440, ""distance"": 2.18}], ""WCYT"": [{""window_start"": 225, ""window_end"": 260, ""distance"": 1.85}, {""window_start"": 234, ""window_end"": 269, ""distance"": 1.96}], ""X2MP"": [{""window_start"": 276, ""window_end"": 308, ""distance"": 1.8}], ""KYVM"": [{""window_start"": 285, ""window_end"": 320, ""distance"": 1.81}, {""window_start"": 294, ""window_end"": 323, ""distance"": 1.95}], ""DF7J"": [{""window_start"": 57, ""window_end"": 92, ""distance"": 2.12}, {""window_start"": 66, ""window_end"": 98, ""distance"": 2.0}], ""T4YH"": [{""window_start"": 228, ""window_end"": 260, ""distance"": 1.92}], ""TTMD"": [{""window_start"": 318, ""window_end"": 347, ""distance"": 1.95}], ""VGBM"": [{""window_start"": 324, ""window_end"": 353, ""distance"": 2.06}], ""CTVZ"": [{""window_start"": 81, ""window_end"": 110, ""distance"": 2.12}], ""F6RP"": [{""window_start"": 276, ""window_end"": 305, ""distance"": 2.15}], ""3Y4K"": [{""window_start"": 372, ""window_end"": 401, ""distance"": 2.2}]}",0.53,0.55,0.54,0.1237,0.4667,0.0,0.0,0.0,0.0827,0.9433
19,GWWD,228,257,29,13,"{""3Y4K"": [{""window_start"": 474, ""window_end"": 506, ""distance"": 1.38}], ""T4YH"": [{""window_start"": 282, ""window_end"": 314, ""distance"": 1.8}], ""BCFH"": [{""window_start"": 237, ""window_end"": 272, ""distance"": 1.75}, {""window_start"": 246, ""window_end"": 275, ""distance"": 2.09}, {""window_start"": 276, ""window_end"": 305, ""distance"": 2.16}, {""window_start"": 399, ""window_end"": 431, ""distance"": 1.77}], ""H634"": [{""window_start"": 45, ""window_end"": 80, ""distance"": 1.95}, {""window_start"": 54, ""window_end"": 89, ""distance"": 1.72}], ""9CKC"": [{""window_start"": 30, ""window_end"": 59, ""distance"": 2.19}, {""window_start"": 342, ""window_end"": 371, ""distance"": 1.57}], ""MBKT"": [{""window_start"": 51, ""window_end"": 80, ""distance"": 1.85}], ""TTMD"": [{""window_start"": 303, ""window_end"": 338, ""distance"": 2.03}], ""4FH6"": [{""window_start"": 378, ""window_end"": 407, ""distance"": 2.03}], ""D2RK"": [{""window_start"": 90, ""window_end"": 119, ""distance"": 2.06}], ""ZBB2"": [{""window_start"": 264, ""window_end"": 293, ""distance"": 2.07}], ""J2RZ"": [{""window_start"": 303, ""window_end"": 332, ""distance"": 2.09}], ""KH2X"": [{""window_start"": 447, ""window_end"": 476, ""distance"": 2.1}], ""RXMC"": [{""window_start"": 156, ""window_end"": 185, ""distance"": 2.2}]}",0.47,0.59,0.53,0.134,0.0,0.0,0.0,0.0,0.65,0.9553
